,birthdate,good_bad_flag,age,flag
3291,1983-02-28,Bad,39.8,1.0
3292,1983-02-28,Bad,39.8,1.0
3293,1983-02-28,Bad,39.8,1.0
3294,1983-02-28,Bad,39.8,1.0
3295,1983-02-28,Bad,39.8,1.0
3315,1976-05-10,Bad,46.6,1.0
3316,1976-05-10,Bad,46.6,1.0
3317,1976-05-10,Bad,46.6,1.0
3318,1976-05-10,Bad,46.6,1.0
3319,1976-05-10,Bad,46.6,1.0
3393,1987-01-31,Bad,35.9,1.0
3394,1987-01-31,Bad,35.9,1.0
3395,1987-01-31,Bad,35.9,1.0
3396,1987-01-31,Bad,35.9,1.0
3397,1987-01-31,Bad,35.9,1.0
3398,1987-01-31,Bad,35.9,1.0
3399,1987-01-31,Bad,35.9,1.0
3400,1987-01-31,Bad,35.9,1.0
3401,1987-01-31,Bad,35.9,1.0
3402,1987-01-31,Bad,35.9,1.0
3403,1987-06-21,Bad,35.5,1.0
3404,1987-06-21,Bad,35.5,1.0
3405,1987-06-21,Bad,35.5,1.0
3406,1984-01-27,Bad,38.9,1.0
3432,1987-06-03,Bad,35.5,1.0
3433,1987-06-03,Bad,35.5,1.0
3434,1987-06-03,Bad,35.5,1.0
3435,1987-06-03,Bad,35.5,1.0
3436,1987-06-03,Bad,35.5,1.0
3437,1987-06-03,Bad,35.5,1.0
3438,1987-06-03,Bad,35.5,1.0
3439,1987-06-03,Bad,35.5,1.0
3440,1987-06-03,Bad,35.5,1.0
3441,1987-06-03,Bad,35.5,1.0
3442,1987-06-03,Bad,35.5,1.0
3455,1987-11-05,Bad,35.1,1.0
3456,1987-11-05,Bad,35.1,1.0
3564,1977-04-11,Bad,45.7,1.0
3565,1977-04-11,Bad,45.7,1.0
3566,1977-04-11,Bad,45.7,1.0
3567,1977-04-11,Bad,45.7,1.0
3568,1977-04-11,Bad,45.7,1.0
3569,1977-04-11,Bad,45.7,1.0
3570,1977-04-11,Bad,45.7,1.0
3571,1977-04-11,Bad,45.7,1.0
3572,1977-04-11,Bad,45.7,1.0
3573,1977-04-11,Bad,45.7,1.0
3574,1990-08-11,Bad,32.3,1.0
3575,1990-08-11,Bad,32.3,1.0
3576,1988-04-28,Bad,34.6,1.0
3577,1988-04-28,Bad,34.6,1.0
3578,1988-04-28,Bad,34.6,1.0
3579,1988-04-28,Bad,34.6,1.0
3580,1988-04-28,Bad,34.6,1.0
3675,1993-09-09,Bad,29.3,1.0
3704,1978-09-08,Bad,44.3,1.0
3705,1978-09-08,Bad,44.3,1.0
3706,1978-09-08,Bad,44.3,1.0
3725,1988-12-24,Bad,34.0,1.0
3726,1988-12-24,Bad,34.0,1.0
3727,1988-12-24,Bad,34.0,1.0
3728,1988-12-24,Bad,34.0,1.0
3729,1990-01-12,Bad,32.9,1.0
3730,1990-01-12,Bad,32.9,1.0
3731,1989-07-07,Bad,33.4,1.0
3749,1986-11-30,Bad,36.0,1.0
3750,1986-11-30,Bad,36.0,1.0
3751,1986-11-30,Bad,36.0,1.0
3752,1986-11-30,Bad,36.0,1.0
3753,1986-11-30,Bad,36.0,1.0
3754,1986-11-30,Bad,36.0,1.0
3755,1986-11-30,Bad,36.0,1.0
3756,1986-11-30,Bad,36.0,1.0
3757,1986-11-30,Bad,36.0,1.0
3780,1985-11-23,Bad,37.1,1.0
3781,1985-11-23,Bad,37.1,1.0
3782,1985-11-23,Bad,37.1,1.0
3868,1986-06-29,Bad,36.5,1.0
3869,1986-06-29,Bad,36.5,1.0
3870,1986-06-29,Bad,36.5,1.0
3871,1986-06-29,Bad,36.5,1.0
3872,1986-06-29,Bad,36.5,1.0
3873,1986-06-29,Bad,36.5,1.0
3874,1986-06-29,Bad,36.5,1.0
3875,1988-07-13,Bad,34.4,1.0
3876,1988-07-13,Bad,34.4,1.0
3877,1988-07-13,Bad,34.4,1.0
3878,1988-07-13,Bad,34.4,1.0
3904,1982-12-07,Bad,40.0,1.0
3905,1982-12-07,Bad,40.0,1.0
3906,1982-12-07,Bad,40.0,1.0
3907,1982-12-07,Bad,40.0,1.0
3908,1982-12-07,Bad,40.0,1.0
3909,1982-12-07,Bad,40.0,1.0
3910,1982-12-07,Bad,40.0,1.0
3911,1982-12-07,Bad,40.0,1.0
3912,1982-12-07,Bad,40.0,1.0
3913,1993-06-09,Bad,29.5,1.0
3914,1993-06-09,Bad,29.5,1.0
3915,1993-06-09,Bad,29.5,1.0
3916,1993-06-09,Bad,29.5,1.0
3917,1993-06-09,Bad,29.5,1.0
3918,1993-06-09,Bad,29.5,1.0
3919,1993-06-09,Bad,29.5,1.0
3920,1993-06-09,Bad,29.5,1.0
3921,1993-06-09,Bad,29.5,1.0
3922,1993-06-09,Bad,29.5,1.0
3923,1993-06-09,Bad,29.5,1.0
3924,1993-06-09,Bad,29.5,1.0
3925,1993-06-09,Bad,29.5,1.0
3926,1993-06-09,Bad,29.5,1.0
3927,1993-06-09,Bad,29.5,1.0
3928,1993-06-09,Bad,29.5,1.0
3929,1991-09-10,Bad,31.3,1.0
3930,1991-09-10,Bad,31.3,1.0
3931,1988-10-21,Bad,34.1,1.0
3932,1988-10-21,Bad,34.1,1.0
3933,1988-10-21,Bad,34.1,1.0
3934,1990-11-22,Bad,32.1,1.0
3935,1990-11-22,Bad,32.1,1.0
3936,1990-11-22,Bad,32.1,1.0
3937,1990-11-22,Bad,32.1,1.0
3938,1990-11-22,Bad,32.1,1.0
3939,1990-11-22,Bad,32.1,1.0
3940,1990-11-22,Bad,32.1,1.0
3941,1990-11-22,Bad,32.1,1.0
3942,1989-11-09,Bad,33.1,1.0
3969,1985-03-03,Bad,37.8,1.0
3977,1979-04-06,Bad,43.7,1.0
3978,1979-04-06,Bad,43.7,1.0
3979,1979-04-06,Bad,43.7,1.0
3993,1991-12-01,Bad,31.0,1.0
3994,1991-12-01,Bad,31.0,1.0
4002,1980-05-30,Bad,42.5,1.0
4003,1980-05-30,Bad,42.5,1.0
4004,1980-05-30,Bad,42.5,1.0
4005,1980-05-30,Bad,42.5,1.0
4006,1980-05-30,Bad,42.5,1.0
4007,1980-05-30,Bad,42.5,1.0
4008,1980-05-30,Bad,42.5,1.0
4009,1980-05-30,Bad,42.5,1.0
4017,1990-07-04,Bad,32.4,1.0
4018,1990-07-04,Bad,32.4,1.0
4019,1990-07-04,Bad,32.4,1.0
4020,1990-07-04,Bad,32.4,1.0
4050,1995-03-10,Bad,27.8,1.0
4051,1995-03-10,Bad,27.8,1.0
4052,1995-03-10,Bad,27.8,1.0
4053,1995-03-10,Bad,27.8,1.0
4054,1995-03-10,Bad,27.8,1.0
4055,1995-03-10,Bad,27.8,1.0
4070,1988-05-21,Bad,34.6,1.0
4071,1988-05-21,Bad,34.6,1.0
4077,1976-05-01,Bad,46.6,1.0
4078,1976-05-01,Bad,46.6,1.0
4079,1976-05-01,Bad,46.6,1.0
4119,1980-08-23,Bad,42.3,1.0
4120,1980-08-23,Bad,42.3,1.0
4121,1989-04-15,Bad,33.7,1.0
4122,1989-04-15,Bad,33.7,1.0
4123,1983-01-23,Bad,39.9,1.0
4124,1983-01-23,Bad,39.9,1.0
4166,1982-10-29,Bad,40.1,1.0
4255,1980-07-10,Bad,42.4,1.0
4264,1990-05-30,Bad,32.5,1.0
4275,1987-04-02,Bad,35.7,1.0
4276,1974-02-05,Bad,48.8,1.0
4277,1974-02-05,Bad,48.8,1.0
4294,1985-08-16,Bad,37.3,1.0
4295,1985-08-16,Bad,37.3,1.0
4296,1985-08-16,Bad,37.3,1.0
4297,1985-08-16,Bad,37.3,1.0
4298,1985-08-16,Bad,37.3,1.0
4299,1981-10-21,Bad,41.1,1.0
4300,1981-10-21,Bad,41.1,1.0
4301,1981-10-21,Bad,41.1,1.0
4302,1981-10-21,Bad,41.1,1.0
4303,1987-12-19,Bad,35.0,1.0
4304,1992-08-13,Bad,30.3,1.0
4305,1992-08-13,Bad,30.3,1.0
4306,1992-08-13,Bad,30.3,1.0
4307,1992-08-13,Bad,30.3,1.0
4308,1992-08-13,Bad,30.3,1.0
4309,1992-08-13,Bad,30.3,1.0
4310,1992-08-13,Bad,30.3,1.0
4394,1977-09-10,Bad,45.3,1.0
4395,1977-09-10,Bad,45.3,1.0
4396,1977-09-10,Bad,45.3,1.0
4397,1977-09-10,Bad,45.3,1.0
4398,1977-09-10,Bad,45.3,1.0
4399,1977-09-10,Bad,45.3,1.0
4400,1977-09-10,Bad,45.3,1.0
4428,1986-05-20,Bad,36.6,1.0
4429,1986-05-20,Bad,36.6,1.0
4430,1986-05-20,Bad,36.6,1.0
4431,1986-05-20,Bad,36.6,1.0
4432,1986-05-20,Bad,36.6,1.0
4433,1986-05-20,Bad,36.6,1.0
4434,1986-05-20,Bad,36.6,1.0
4435,1986-05-20,Bad,36.6,1.0
4436,1986-05-20,Bad,36.6,1.0
4437,1986-05-20,Bad,36.6,1.0
4438,1986-05-20,Bad,36.6,1.0
4439,1986-05-20,Bad,36.6,1.0
4440,1986-05-20,Bad,36.6,1.0
4441,1986-05-20,Bad,36.6,1.0
4442,1986-05-20,Bad,36.6,1.0
4443,1972-04-01,Bad,50.7,1.0
4444,1972-04-01,Bad,50.7,1.0
4455,1971-11-28,Bad,51.0,1.0
4456,1971-11-28,Bad,51.0,1.0
4457,1971-11-28,Bad,51.0,1.0
4465,1988-07-01,Bad,34.4,1.0
4466,1988-07-01,Bad,34.4,1.0
4467,1988-07-01,Bad,34.4,1.0
4474,1988-05-01,Bad,34.6,1.0
4475,1988-11-09,Bad,34.1,1.0
4476,1993-09-20,Bad,29.2,1.0
4477,1993-09-20,Bad,29.2,1.0
4478,1993-09-20,Bad,29.2,1.0
4479,1986-08-27,Bad,36.3,1.0
4480,1986-08-27,Bad,36.3,1.0
4481,1984-10-12,Bad,38.2,1.0
4482,1984-10-12,Bad,38.2,1.0
4486,1996-03-24,Bad,26.7,1.0
4498,1986-11-13,Bad,36.1,1.0
4499,1986-11-13,Bad,36.1,1.0
4555,1985-09-09,Bad,37.3,1.0
4556,1985-09-09,Bad,37.3,1.0
4557,1985-09-09,Bad,37.3,1.0
4558,1985-09-09,Bad,37.3,1.0
4559,1985-09-09,Bad,37.3,1.0
4560,1985-09-09,Bad,37.3,1.0
4583,1994-11-18,Bad,28.1,1.0
4584,1994-11-18,Bad,28.1,1.0
4585,1994-11-18,Bad,28.1,1.0
4586,1994-11-18,Bad,28.1,1.0
4587,1994-11-18,Bad,28.1,1.0
4588,1994-11-18,Bad,28.1,1.0
4589,1994-11-18,Bad,28.1,1.0
4590,1994-11-18,Bad,28.1,1.0
4591,1994-11-18,Bad,28.1,1.0
4592,1994-11-18,Bad,28.1,1.0
4593,1994-11-18,Bad,28.1,1.0
4594,1994-11-18,Bad,28.1,1.0
4595,1994-11-18,Bad,28.1,1.0
4596,1986-09-05,Bad,36.3,1.0
4597,1986-09-05,Bad,36.3,1.0
4598,1986-09-05,Bad,36.3,1.0
4599,1987-03-29,Bad,35.7,1.0
4600,1987-03-29,Bad,35.7,1.0
4601,1980-02-14,Bad,42.8,1.0
4602,1980-02-14,Bad,42.8,1.0
4603,1980-02-14,Bad,42.8,1.0
4604,1980-02-14,Bad,42.8,1.0
4605,1980-02-14,Bad,42.8,1.0
4641,1990-07-22,Bad,32.4,1.0
4642,1984-10-18,Bad,38.1,1.0
4647,1980-11-16,Bad,42.1,1.0
4648,1980-11-16,Bad,42.1,1.0
4649,1980-11-16,Bad,42.1,1.0
4650,1980-11-16,Bad,42.1,1.0
4651,1980-11-16,Bad,42.1,1.0
4652,1980-11-16,Bad,42.1,1.0
4653,1980-11-16,Bad,42.1,1.0
4654,1980-11-16,Bad,42.1,1.0
4655,1980-11-16,Bad,42.1,1.0
4656,1980-11-16,Bad,42.1,1.0
4657,1980-11-16,Bad,42.1,1.0
4658,1980-11-16,Bad,42.1,1.0
4659,1980-11-16,Bad,42.1,1.0
4660,1980-11-16,Bad,42.1,1.0
4701,1990-12-09,Bad,32.0,1.0
4702,1990-12-09,Bad,32.0,1.0
4703,1982-05-23,Bad,40.6,1.0
4704,1982-05-23,Bad,40.6,1.0
4705,1982-05-23,Bad,40.6,1.0
4706,1982-05-23,Bad,40.6,1.0
4707,1982-05-23,Bad,40.6,1.0
4708,1982-05-23,Bad,40.6,1.0
4709,1982-05-23,Bad,40.6,1.0
4710,1982-05-23,Bad,40.6,1.0
4711,1982-05-23,Bad,40.6,1.0
4712,1982-05-23,Bad,40.6,1.0
4713,1982-05-23,Bad,40.6,1.0
4714,1982-05-23,Bad,40.6,1.0
4715,1982-05-23,Bad,40.6,1.0
4716,1985-06-10,Bad,37.5,1.0
4717,1985-06-10,Bad,37.5,1.0
4718,1985-06-10,Bad,37.5,1.0
4719,1985-06-10,Bad,37.5,1.0
4720,1985-06-10,Bad,37.5,1.0
4721,1985-06-10,Bad,37.5,1.0
4722,1985-06-10,Bad,37.5,1.0
4723,1985-06-10,Bad,37.5,1.0
4724,1985-06-10,Bad,37.5,1.0
4725,1985-06-10,Bad,37.5,1.0
4726,1985-06-10,Bad,37.5,1.0
4727,1985-06-10,Bad,37.5,1.0
4728,1985-06-10,Bad,37.5,1.0
4729,1985-06-10,Bad,37.5,1.0
4730,1985-06-10,Bad,37.5,1.0
4731,1985-06-10,Bad,37.5,1.0
4787,1990-08-28,Bad,32.3,1.0
4788,1990-08-28,Bad,32.3,1.0
4789,1990-08-28,Bad,32.3,1.0
4805,1993-07-23,Bad,29.4,1.0
4806,1993-07-23,Bad,29.4,1.0
4807,1987-05-25,Bad,35.6,1.0
4808,1987-05-25,Bad,35.6,1.0
4809,1970-07-23,Bad,52.4,1.0
4822,1975-05-10,Bad,47.6,1.0
4823,1975-05-10,Bad,47.6,1.0
4824,1975-05-10,Bad,47.6,1.0
4859,1991-01-25,Bad,31.9,1.0
4860,1991-01-25,Bad,31.9,1.0
4861,1991-01-25,Bad,31.9,1.0
4862,1991-01-25,Bad,31.9,1.0
4863,1991-01-25,Bad,31.9,1.0
4864,1991-01-25,Bad,31.9,1.0
4865,1991-01-25,Bad,31.9,1.0
4866,1991-01-25,Bad,31.9,1.0
4867,1991-01-25,Bad,31.9,1.0
4868,1991-01-25,Bad,31.9,1.0
4869,1991-01-25,Bad,31.9,1.0
4870,1976-01-03,Bad,46.9,1.0
4871,1976-01-03,Bad,46.9,1.0
4872,1976-01-03,Bad,46.9,1.0
4873,1984-02-02,Bad,38.9,1.0
4874,1984-02-02,Bad,38.9,1.0
4875,1984-02-02,Bad,38.9,1.0
4876,1984-02-02,Bad,38.9,1.0
4877,1984-02-02,Bad,38.9,1.0
4878,1984-02-02,Bad,38.9,1.0
4879,1984-02-02,Bad,38.9,1.0
4880,1984-02-02,Bad,38.9,1.0
4881,1984-02-02,Bad,38.9,1.0
4882,1984-02-02,Bad,38.9,1.0
4883,1984-02-02,Bad,38.9,1.0
4884,1984-02-02,Bad,38.9,1.0
4885,1991-08-31,Bad,31.3,1.0
4886,1995-04-17,Bad,27.7,1.0
4887,1995-04-17,Bad,27.7,1.0
4888,1995-04-17,Bad,27.7,1.0
4889,1995-04-17,Bad,27.7,1.0
4890,1995-04-17,Bad,27.7,1.0
4891,1995-04-17,Bad,27.7,1.0
4892,1995-04-17,Bad,27.7,1.0
4893,1995-04-17,Bad,27.7,1.0
4894,1995-04-17,Bad,27.7,1.0
4895,1995-04-17,Bad,27.7,1.0
4896,1995-04-17,Bad,27.7,1.0
4897,1995-04-17,Bad,27.7,1.0
4898,1995-04-17,Bad,27.7,1.0
4906,1976-10-13,Bad,46.2,1.0
4907,1976-10-13,Bad,46.2,1.0
4908,1976-10-13,Bad,46.2,1.0
4909,1976-10-13,Bad,46.2,1.0
4910,1976-10-13,Bad,46.2,1.0
4911,1976-10-13,Bad,46.2,1.0
4912,1976-10-13,Bad,46.2,1.0
4913,1976-10-13,Bad,46.2,1.0
4914,1976-10-13,Bad,46.2,1.0
4936,1975-11-28,Bad,47.0,1.0
4937,1975-11-28,Bad,47.0,1.0
4938,1975-11-28,Bad,47.0,1.0
4939,1975-11-28,Bad,47.0,1.0
4940,1975-11-28,Bad,47.0,1.0
4941,1975-11-28,Bad,47.0,1.0
4942,1975-11-28,Bad,47.0,1.0
4943,1975-11-28,Bad,47.0,1.0
4944,1975-11-28,Bad,47.0,1.0
4967,1987-12-20,Bad,35.0,1.0
4968,1987-12-20,Bad,35.0,1.0
4969,1987-12-20,Bad,35.0,1.0
4970,1975-07-04,Bad,47.4,1.0
4971,1975-07-04,Bad,47.4,1.0
4972,1975-07-04,Bad,47.4,1.0
4973,1975-07-04,Bad,47.4,1.0
5002,1990-01-06,Bad,32.9,1.0
5005,1987-05-01,Bad,35.6,1.0
5006,1987-05-01,Bad,35.6,1.0
5013,1980-04-14,Bad,42.7,1.0
5014,1980-04-14,Bad,42.7,1.0
5016,1985-03-10,Bad,37.8,1.0
5017,1985-03-10,Bad,37.8,1.0
5025,1980-09-29,Bad,42.2,1.0
5026,1980-09-29,Bad,42.2,1.0
5027,1980-09-29,Bad,42.2,1.0
5028,1980-09-29,Bad,42.2,1.0
5029,1980-09-29,Bad,42.2,1.0
5030,1991-04-10,Bad,31.7,1.0
5031,1978-06-27,Bad,44.5,1.0
5032,1978-06-27,Bad,44.5,1.0
5033,1978-06-27,Bad,44.5,1.0
5034,1978-06-27,Bad,44.5,1.0
5035,1978-06-27,Bad,44.5,1.0
5036,1978-06-27,Bad,44.5,1.0
5037,1978-06-27,Bad,44.5,1.0
5038,1978-06-27,Bad,44.5,1.0
5039,1978-06-27,Bad,44.5,1.0
5040,1978-06-27,Bad,44.5,1.0
5041,1978-06-27,Bad,44.5,1.0
5042,1972-11-23,Bad,50.1,1.0
5043,1972-11-23,Bad,50.1,1.0
5044,1972-11-23,Bad,50.1,1.0
5140,1983-06-29,Bad,39.5,1.0
5141,1983-06-29,Bad,39.5,1.0
5155,1978-11-09,Bad,44.1,1.0
5205,1971-11-19,Bad,51.1,1.0
5206,1971-11-19,Bad,51.1,1.0
5239,1982-12-09,Bad,40.0,1.0
5240,1982-12-09,Bad,40.0,1.0
5241,1982-12-09,Bad,40.0,1.0
5242,1989-06-28,Bad,33.5,1.0
5243,1989-06-28,Bad,33.5,1.0
5244,1986-07-26,Bad,36.4,1.0
5245,1986-07-26,Bad,36.4,1.0
5246,1986-07-26,Bad,36.4,1.0
5247,1986-07-26,Bad,36.4,1.0
5248,1986-07-26,Bad,36.4,1.0
5249,1986-07-26,Bad,36.4,1.0
5250,1992-02-17,Bad,30.8,1.0
5251,1992-02-17,Bad,30.8,1.0
5252,1982-01-09,Bad,40.9,1.0
5253,1982-01-09,Bad,40.9,1.0
5254,1982-01-09,Bad,40.9,1.0
5255,1982-01-09,Bad,40.9,1.0
5256,1982-01-09,Bad,40.9,1.0
5257,1982-01-09,Bad,40.9,1.0
5258,1982-01-09,Bad,40.9,1.0
5259,1982-01-09,Bad,40.9,1.0
5315,1973-10-04,Bad,49.2,1.0
5316,1973-10-04,Bad,49.2,1.0
5317,1973-10-04,Bad,49.2,1.0
5401,1980-11-22,Bad,42.1,1.0
5410,1989-12-01,Bad,33.0,1.0
5411,1989-12-01,Bad,33.0,1.0
5412,1986-02-22,Bad,36.8,1.0
5413,1986-02-22,Bad,36.8,1.0
5414,1986-02-22,Bad,36.8,1.0
5415,1986-02-22,Bad,36.8,1.0
5416,1986-02-22,Bad,36.8,1.0
5417,1986-02-22,Bad,36.8,1.0
5418,1986-02-22,Bad,36.8,1.0
5419,1986-02-22,Bad,36.8,1.0
5420,1986-02-22,Bad,36.8,1.0
5421,1986-02-22,Bad,36.8,1.0
5422,1986-02-22,Bad,36.8,1.0
5423,1986-02-22,Bad,36.8,1.0
5476,1988-08-28,Bad,34.3,1.0
5477,1988-08-28,Bad,34.3,1.0
5478,1990-06-03,Bad,32.5,1.0
5479,1990-06-03,Bad,32.5,1.0
5480,1990-06-03,Bad,32.5,1.0
5481,1990-06-03,Bad,32.5,1.0
5482,1990-06-03,Bad,32.5,1.0
5483,1990-06-03,Bad,32.5,1.0
5484,1984-07-20,Bad,38.4,1.0
5485,1984-07-20,Bad,38.4,1.0
5486,1986-09-24,Bad,36.2,1.0
5617,1980-03-12,Bad,42.8,1.0
5622,1984-12-12,Bad,38.0,1.0
5623,1984-12-12,Bad,38.0,1.0
5627,1988-12-05,Bad,34.0,1.0
5628,1988-12-05,Bad,34.0,1.0
5677,1982-10-30,Bad,40.1,1.0
5678,1982-10-30,Bad,40.1,1.0
5679,1982-10-30,Bad,40.1,1.0
5680,1982-10-30,Bad,40.1,1.0
5681,1982-10-30,Bad,40.1,1.0
5682,1982-10-30,Bad,40.1,1.0
5731,1992-05-08,Bad,30.6,1.0
5732,1992-05-08,Bad,30.6,1.0
5733,1992-05-08,Bad,30.6,1.0
5734,1992-05-08,Bad,30.6,1.0
5735,1992-05-08,Bad,30.6,1.0
5736,1992-05-08,Bad,30.6,1.0
5782,1976-08-15,Bad,46.3,1.0
5783,1976-08-15,Bad,46.3,1.0
5784,1976-08-15,Bad,46.3,1.0
5785,1976-08-15,Bad,46.3,1.0
5786,1976-08-15,Bad,46.3,1.0
5787,1976-08-15,Bad,46.3,1.0
5801,1991-11-01,Bad,31.1,1.0
5802,1988-04-18,Bad,34.6,1.0
5894,1988-11-13,Bad,34.1,1.0
5913,1990-01-28,Bad,32.9,1.0
5914,1990-01-28,Bad,32.9,1.0
5915,1990-01-28,Bad,32.9,1.0
5989,1981-01-16,Bad,41.9,1.0
5990,1981-01-16,Bad,41.9,1.0
5991,1981-01-16,Bad,41.9,1.0
6069,1982-12-25,Bad,40.0,1.0
6070,1982-12-25,Bad,40.0,1.0
6071,1982-12-25,Bad,40.0,1.0
6072,1982-12-25,Bad,40.0,1.0
6093,1984-08-07,Bad,38.3,1.0
6094,1984-08-07,Bad,38.3,1.0
6110,1979-03-13,Bad,43.8,1.0
6111,1979-03-13,Bad,43.8,1.0
6117,1986-10-04,Bad,36.2,1.0
6143,1988-08-12,Bad,34.3,1.0
6144,1988-08-12,Bad,34.3,1.0
6145,1988-08-12,Bad,34.3,1.0
6146,1988-08-12,Bad,34.3,1.0
6147,1988-08-12,Bad,34.3,1.0
6158,1975-06-22,Bad,47.5,1.0
6159,1975-06-22,Bad,47.5,1.0
