,birthdate,good_bad_flag,age,flag
11133,1982-12-14,Bad,40.0,1.0
11138,1985-05-05,Bad,37.6,1.0
11139,1991-06-30,Bad,31.5,1.0
11140,1991-06-30,Bad,31.5,1.0
11153,1985-11-16,Bad,37.1,1.0
11156,1981-06-28,Bad,41.5,1.0
11157,1981-06-28,Bad,41.5,1.0
11158,1983-12-09,Bad,39.0,1.0
11160,1991-03-09,Bad,31.8,1.0
11161,1994-07-28,Bad,28.4,1.0
11162,1982-03-16,Bad,40.7,1.0
11163,1982-03-16,Bad,40.7,1.0
11164,1981-08-21,Bad,41.3,1.0
11166,1989-11-05,Bad,33.1,1.0
11167,1989-11-05,Bad,33.1,1.0
11172,1989-08-15,Bad,33.3,1.0
11182,1990-08-26,Bad,32.3,1.0
11186,1981-07-29,Bad,41.4,1.0
11215,1990-05-28,Bad,32.5,1.0
11216,1990-05-28,Bad,32.5,1.0
11217,1990-05-28,Bad,32.5,1.0
11218,1990-05-28,Bad,32.5,1.0
11220,1989-08-03,Bad,33.4,1.0
11221,1989-08-03,Bad,33.4,1.0
11222,1979-01-20,Bad,43.9,1.0
11223,1979-01-20,Bad,43.9,1.0
11224,1979-01-20,Bad,43.9,1.0
11229,1994-12-11,Bad,28.0,1.0
11232,1990-10-16,Bad,32.2,1.0
11233,1990-10-16,Bad,32.2,1.0
11234,1990-10-16,Bad,32.2,1.0
11235,1983-08-01,Bad,39.4,1.0
11236,1983-08-01,Bad,39.4,1.0
11245,1972-03-30,Bad,50.7,1.0
11246,1972-03-30,Bad,50.7,1.0
11247,1972-03-30,Bad,50.7,1.0
11248,1972-03-30,Bad,50.7,1.0
11249,1972-03-30,Bad,50.7,1.0
11250,1972-03-30,Bad,50.7,1.0
11356,1992-03-14,Bad,30.7,1.0
11357,1992-03-14,Bad,30.7,1.0
11358,1992-03-14,Bad,30.7,1.0
11363,1993-11-17,Bad,29.1,1.0
11364,1993-11-17,Bad,29.1,1.0
11365,1993-11-17,Bad,29.1,1.0
11366,1993-11-17,Bad,29.1,1.0
11367,1993-11-17,Bad,29.1,1.0
11401,1992-06-06,Bad,30.5,1.0
11402,1984-07-26,Bad,38.4,1.0
11403,1984-07-26,Bad,38.4,1.0
11405,1980-03-23,Bad,42.7,1.0
11470,1992-04-19,Bad,30.6,1.0
11471,1992-04-19,Bad,30.6,1.0
11472,1992-04-19,Bad,30.6,1.0
11473,1992-04-19,Bad,30.6,1.0
11474,1992-04-19,Bad,30.6,1.0
11521,1992-03-13,Bad,30.7,1.0
11522,1992-03-13,Bad,30.7,1.0
11523,1992-03-13,Bad,30.7,1.0
11524,1992-03-13,Bad,30.7,1.0
11525,1992-03-13,Bad,30.7,1.0
11564,1992-05-07,Bad,30.6,1.0
11565,1991-09-26,Bad,31.2,1.0
11575,1994-09-20,Bad,28.2,1.0
11585,1989-12-29,Bad,33.0,1.0
11589,1988-01-06,Bad,34.9,1.0
11597,1992-07-16,Bad,30.4,1.0
11682,1989-06-26,Bad,33.5,1.0
11741,1977-12-03,Bad,45.0,1.0
11742,1984-02-26,Bad,38.8,1.0
11755,1994-10-15,Bad,28.2,1.0
11768,1982-03-05,Bad,40.8,1.0
11782,1982-01-23,Bad,40.9,1.0
11784,1988-12-10,Bad,34.0,1.0
11794,1991-10-21,Bad,31.1,1.0
11795,1991-10-21,Bad,31.1,1.0
11796,1991-10-21,Bad,31.1,1.0
11797,1991-10-21,Bad,31.1,1.0
11798,1991-10-21,Bad,31.1,1.0
11799,1991-10-21,Bad,31.1,1.0
11800,1991-10-21,Bad,31.1,1.0
11801,1991-10-21,Bad,31.1,1.0
11802,1991-10-21,Bad,31.1,1.0
11803,1991-10-21,Bad,31.1,1.0
11804,1991-10-21,Bad,31.1,1.0
11805,1991-10-21,Bad,31.1,1.0
11806,1991-10-21,Bad,31.1,1.0
11807,1991-10-21,Bad,31.1,1.0
11808,1991-10-21,Bad,31.1,1.0
11809,1991-10-21,Bad,31.1,1.0
11810,1991-10-21,Bad,31.1,1.0
11811,1991-10-21,Bad,31.1,1.0
11812,1991-10-21,Bad,31.1,1.0
11813,1991-10-21,Bad,31.1,1.0
11814,1991-10-21,Bad,31.1,1.0
11816,1977-04-30,Bad,45.6,1.0
11817,1977-04-30,Bad,45.6,1.0
11818,1977-04-30,Bad,45.6,1.0
11819,1977-04-30,Bad,45.6,1.0
11820,1977-04-30,Bad,45.6,1.0
11821,1977-04-30,Bad,45.6,1.0
11822,1977-04-30,Bad,45.6,1.0
11823,1977-04-30,Bad,45.6,1.0
11824,1985-03-01,Bad,37.8,1.0
11825,1985-03-01,Bad,37.8,1.0
11826,1985-03-01,Bad,37.8,1.0
11827,1985-03-01,Bad,37.8,1.0
11828,1985-03-01,Bad,37.8,1.0
11829,1985-03-01,Bad,37.8,1.0
11830,1985-03-01,Bad,37.8,1.0
11831,1985-03-01,Bad,37.8,1.0
11832,1985-03-01,Bad,37.8,1.0
11833,1985-03-01,Bad,37.8,1.0
11834,1985-03-01,Bad,37.8,1.0
11835,1985-03-01,Bad,37.8,1.0
11836,1987-08-21,Bad,35.3,1.0
11837,1987-08-21,Bad,35.3,1.0
11838,1987-08-21,Bad,35.3,1.0
11839,1987-08-21,Bad,35.3,1.0
11840,1988-03-22,Bad,34.7,1.0
11841,1988-03-22,Bad,34.7,1.0
11842,1981-11-22,Bad,41.1,1.0
11843,1981-11-22,Bad,41.1,1.0
11844,1981-11-22,Bad,41.1,1.0
11845,1981-11-22,Bad,41.1,1.0
11855,1987-07-06,Bad,35.4,1.0
11856,1987-07-06,Bad,35.4,1.0
11885,1989-09-23,Bad,33.2,1.0
11888,1974-03-22,Bad,48.7,1.0
11889,1974-03-22,Bad,48.7,1.0
11890,1974-03-22,Bad,48.7,1.0
11891,1974-03-22,Bad,48.7,1.0
11892,1974-03-22,Bad,48.7,1.0
11907,1992-12-10,Bad,30.0,1.0
11908,1992-12-10,Bad,30.0,1.0
11910,1992-03-19,Bad,30.7,1.0
11916,1986-06-15,Bad,36.5,1.0
11917,1970-11-07,Bad,52.1,1.0
11918,1970-11-07,Bad,52.1,1.0
11919,1984-04-21,Bad,38.6,1.0
11920,1984-04-21,Bad,38.6,1.0
11921,1984-04-21,Bad,38.6,1.0
11922,1985-12-03,Bad,37.0,1.0
11928,1991-03-21,Bad,31.7,1.0
11930,1988-03-19,Bad,34.7,1.0
11949,1988-05-27,Bad,34.5,1.0
11950,1988-05-27,Bad,34.5,1.0
11951,1988-05-27,Bad,34.5,1.0
11952,1988-05-27,Bad,34.5,1.0
11953,1988-05-27,Bad,34.5,1.0
11954,1988-05-27,Bad,34.5,1.0
11999,1992-03-15,Bad,30.7,1.0
12000,1992-03-15,Bad,30.7,1.0
12001,1992-03-15,Bad,30.7,1.0
12002,1992-03-15,Bad,30.7,1.0
12003,1992-03-15,Bad,30.7,1.0
12004,1989-07-31,Bad,33.4,1.0
12005,1989-07-31,Bad,33.4,1.0
12006,1989-07-31,Bad,33.4,1.0
12007,1989-07-31,Bad,33.4,1.0
12008,1989-07-31,Bad,33.4,1.0
12009,1989-07-31,Bad,33.4,1.0
12010,1989-07-31,Bad,33.4,1.0
12011,1989-07-31,Bad,33.4,1.0
12012,1989-08-19,Bad,33.3,1.0
12013,1989-08-19,Bad,33.3,1.0
12014,1989-08-19,Bad,33.3,1.0
12067,1987-08-15,Bad,35.3,1.0
12068,1964-12-24,Bad,58.0,1.0
12077,1981-12-16,Bad,41.0,1.0
12081,1984-11-11,Bad,38.1,1.0
12095,1987-11-28,Bad,35.0,1.0
12096,1987-11-28,Bad,35.0,1.0
12097,1987-11-28,Bad,35.0,1.0
12098,1987-11-28,Bad,35.0,1.0
12099,1987-11-28,Bad,35.0,1.0
12174,1992-03-07,Bad,30.8,1.0
12175,1992-03-07,Bad,30.8,1.0
12176,1992-03-07,Bad,30.8,1.0
12177,1992-03-07,Bad,30.8,1.0
12178,1992-03-07,Bad,30.8,1.0
12179,1992-03-07,Bad,30.8,1.0
12180,1992-03-07,Bad,30.8,1.0
12181,1992-03-07,Bad,30.8,1.0
12182,1992-03-07,Bad,30.8,1.0
12183,1992-03-07,Bad,30.8,1.0
12184,1992-03-07,Bad,30.8,1.0
12185,1979-08-05,Bad,43.4,1.0
12212,1988-07-06,Bad,34.4,1.0
12241,1994-08-14,Bad,28.3,1.0
12242,1994-08-14,Bad,28.3,1.0
12243,1994-08-14,Bad,28.3,1.0
12244,1994-08-14,Bad,28.3,1.0
12245,1985-01-10,Bad,37.9,1.0
12246,1985-01-10,Bad,37.9,1.0
12247,1985-01-10,Bad,37.9,1.0
12248,1985-01-10,Bad,37.9,1.0
12249,1985-01-10,Bad,37.9,1.0
12250,1985-01-10,Bad,37.9,1.0
12251,1985-01-10,Bad,37.9,1.0
12252,1985-01-10,Bad,37.9,1.0
12253,1985-01-10,Bad,37.9,1.0
12254,1986-03-15,Bad,36.7,1.0
12255,1986-03-15,Bad,36.7,1.0
12256,1986-03-15,Bad,36.7,1.0
12257,1986-03-15,Bad,36.7,1.0
12258,1986-03-15,Bad,36.7,1.0
12259,1986-03-15,Bad,36.7,1.0
12260,1986-03-15,Bad,36.7,1.0
12261,1986-03-15,Bad,36.7,1.0
12262,1986-03-15,Bad,36.7,1.0
12263,1986-03-15,Bad,36.7,1.0
12264,1986-03-15,Bad,36.7,1.0
12270,1984-01-07,Bad,38.9,1.0
12271,1988-10-06,Bad,34.2,1.0
12272,1988-10-06,Bad,34.2,1.0
12278,1982-07-31,Bad,40.4,1.0
12279,1982-07-31,Bad,40.4,1.0
12280,1982-07-31,Bad,40.4,1.0
12281,1985-09-07,Bad,37.3,1.0
12285,1988-12-05,Bad,34.0,1.0
12393,1987-04-03,Bad,35.7,1.0
12394,1987-04-03,Bad,35.7,1.0
12395,1987-04-03,Bad,35.7,1.0
12396,1987-04-03,Bad,35.7,1.0
12397,1992-09-21,Bad,30.2,1.0
12398,1992-09-21,Bad,30.2,1.0
12399,1992-09-21,Bad,30.2,1.0
12420,1985-12-28,Bad,37.0,1.0
12421,1985-12-28,Bad,37.0,1.0
12422,1985-12-28,Bad,37.0,1.0
12423,1985-12-28,Bad,37.0,1.0
12424,1985-12-28,Bad,37.0,1.0
12425,1985-12-28,Bad,37.0,1.0
12426,1985-12-28,Bad,37.0,1.0
12427,1985-12-28,Bad,37.0,1.0
12432,1986-11-15,Bad,36.1,1.0
12433,1991-11-16,Bad,31.1,1.0
12439,1992-08-18,Bad,30.3,1.0
12443,1977-09-15,Bad,45.2,1.0
12444,1977-09-15,Bad,45.2,1.0
12482,1989-10-12,Bad,33.2,1.0
12483,1989-10-12,Bad,33.2,1.0
12484,1989-10-12,Bad,33.2,1.0
12485,1989-10-12,Bad,33.2,1.0
12486,1978-04-11,Bad,44.7,1.0
12487,1978-04-11,Bad,44.7,1.0
12488,1978-04-11,Bad,44.7,1.0
12489,1988-09-15,Bad,34.2,1.0
12490,1988-09-15,Bad,34.2,1.0
12491,1988-09-15,Bad,34.2,1.0
12492,1992-07-20,Bad,30.4,1.0
12493,1992-07-20,Bad,30.4,1.0
12494,1992-07-20,Bad,30.4,1.0
12495,1992-07-20,Bad,30.4,1.0
12496,1992-07-20,Bad,30.4,1.0
12497,1992-07-20,Bad,30.4,1.0
12498,1992-07-20,Bad,30.4,1.0
12499,1991-05-31,Bad,31.5,1.0
12500,1991-05-31,Bad,31.5,1.0
12501,1980-09-15,Bad,42.2,1.0
12502,1980-09-15,Bad,42.2,1.0
12503,1980-09-15,Bad,42.2,1.0
12504,1980-09-15,Bad,42.2,1.0
12505,1980-09-15,Bad,42.2,1.0
12506,1980-09-15,Bad,42.2,1.0
12507,1980-09-15,Bad,42.2,1.0
12508,1989-02-04,Bad,33.9,1.0
12509,1989-02-04,Bad,33.9,1.0
12510,1989-02-04,Bad,33.9,1.0
12511,1989-02-04,Bad,33.9,1.0
12512,1989-02-04,Bad,33.9,1.0
12513,1989-02-04,Bad,33.9,1.0
12571,1982-01-14,Bad,40.9,1.0
12572,1982-01-14,Bad,40.9,1.0
12717,1992-04-28,Bad,30.6,1.0
12718,1992-04-28,Bad,30.6,1.0
12719,1992-04-28,Bad,30.6,1.0
12720,1992-04-28,Bad,30.6,1.0
12721,1992-04-28,Bad,30.6,1.0
12722,1992-04-28,Bad,30.6,1.0
12723,1992-04-28,Bad,30.6,1.0
12768,1976-05-11,Bad,46.6,1.0
12769,1976-05-11,Bad,46.6,1.0
12783,1970-01-11,Bad,52.9,1.0
12784,1970-01-11,Bad,52.9,1.0
12785,1970-01-11,Bad,52.9,1.0
12804,1981-02-24,Bad,41.8,1.0
12805,1981-02-24,Bad,41.8,1.0
12842,1985-07-24,Bad,37.4,1.0
12870,1988-06-29,Bad,34.5,1.0
12871,1988-06-29,Bad,34.5,1.0
12872,1988-06-29,Bad,34.5,1.0
12873,1988-06-29,Bad,34.5,1.0
12874,1988-06-29,Bad,34.5,1.0
12875,1988-06-29,Bad,34.5,1.0
12876,1988-06-29,Bad,34.5,1.0
12889,1988-02-10,Bad,34.8,1.0
12890,1988-02-10,Bad,34.8,1.0
12891,1988-02-10,Bad,34.8,1.0
12892,1988-02-10,Bad,34.8,1.0
12893,1988-02-10,Bad,34.8,1.0
12894,1988-02-10,Bad,34.8,1.0
12895,1988-02-10,Bad,34.8,1.0
12896,1988-02-10,Bad,34.8,1.0
12897,1988-02-10,Bad,34.8,1.0
12911,1983-11-04,Bad,39.1,1.0
12919,1972-10-27,Bad,50.1,1.0
12920,1972-10-27,Bad,50.1,1.0
12930,1981-06-19,Bad,41.5,1.0
12931,1981-06-19,Bad,41.5,1.0
12932,1981-06-19,Bad,41.5,1.0
12933,1984-05-18,Bad,38.6,1.0
12934,1984-05-18,Bad,38.6,1.0
12935,1984-05-18,Bad,38.6,1.0
12936,1984-05-18,Bad,38.6,1.0
12937,1984-05-18,Bad,38.6,1.0
12938,1984-05-18,Bad,38.6,1.0
12939,1984-05-18,Bad,38.6,1.0
12940,1984-05-18,Bad,38.6,1.0
12941,1984-05-18,Bad,38.6,1.0
12942,1984-05-18,Bad,38.6,1.0
12943,1984-05-18,Bad,38.6,1.0
12944,1992-05-05,Bad,30.6,1.0
12998,1971-04-03,Bad,51.7,1.0
12999,1971-04-03,Bad,51.7,1.0
13018,1979-08-30,Bad,43.3,1.0
13019,1979-08-30,Bad,43.3,1.0
13020,1979-08-30,Bad,43.3,1.0
13021,1979-08-30,Bad,43.3,1.0
13022,1979-08-30,Bad,43.3,1.0
13023,1979-08-30,Bad,43.3,1.0
13024,1979-08-30,Bad,43.3,1.0
13025,1979-08-30,Bad,43.3,1.0
13026,1979-08-30,Bad,43.3,1.0
13034,1993-08-31,Bad,29.3,1.0
13035,1993-08-31,Bad,29.3,1.0
13036,1993-08-31,Bad,29.3,1.0
13037,1993-08-31,Bad,29.3,1.0
13083,1993-02-24,Bad,29.8,1.0
13084,1993-02-24,Bad,29.8,1.0
13085,1993-02-24,Bad,29.8,1.0
13086,1993-02-24,Bad,29.8,1.0
13087,1993-02-24,Bad,29.8,1.0
13088,1993-02-24,Bad,29.8,1.0
13089,1993-02-24,Bad,29.8,1.0
13090,1993-02-24,Bad,29.8,1.0
13091,1993-02-24,Bad,29.8,1.0
13092,1993-02-24,Bad,29.8,1.0
13093,1993-02-24,Bad,29.8,1.0
13113,1994-06-18,Bad,28.5,1.0
13125,1985-10-02,Bad,37.2,1.0
13126,1985-10-02,Bad,37.2,1.0
13127,1985-10-02,Bad,37.2,1.0
13128,1985-10-02,Bad,37.2,1.0
13129,1985-10-02,Bad,37.2,1.0
13130,1985-10-02,Bad,37.2,1.0
13131,1985-10-02,Bad,37.2,1.0
13132,1989-12-04,Bad,33.0,1.0
13133,1988-08-16,Bad,34.3,1.0
13134,1988-08-16,Bad,34.3,1.0
13135,1988-08-16,Bad,34.3,1.0
13136,1988-08-16,Bad,34.3,1.0
13137,1988-08-16,Bad,34.3,1.0
13138,1988-08-16,Bad,34.3,1.0
13139,1988-08-16,Bad,34.3,1.0
13140,1991-06-06,Bad,31.5,1.0
13141,1985-10-01,Bad,37.2,1.0
13142,1990-10-27,Bad,32.1,1.0
13143,1978-03-12,Bad,44.8,1.0
13144,1991-07-31,Bad,31.4,1.0
13145,1977-07-03,Bad,45.4,1.0
13146,1978-09-03,Bad,44.3,1.0
13154,1984-02-17,Bad,38.8,1.0
13155,1984-02-17,Bad,38.8,1.0
13163,1979-09-12,Bad,43.2,1.0
13173,1990-06-11,Bad,32.5,1.0
13179,1975-02-19,Bad,47.8,1.0
13180,1992-05-07,Bad,30.6,1.0
13195,1983-04-14,Bad,39.7,1.0
13199,1989-11-27,Bad,33.0,1.0
13203,1985-02-26,Bad,37.8,1.0
13204,1983-09-16,Bad,39.2,1.0
13205,1983-09-16,Bad,39.2,1.0
13213,1972-12-04,Bad,50.0,1.0
13221,1984-12-16,Bad,38.0,1.0
13229,1992-04-10,Bad,30.7,1.0
13230,1975-11-29,Bad,47.0,1.0
13232,1979-10-25,Bad,43.1,1.0
13245,1985-04-12,Bad,37.7,1.0
13246,1988-10-24,Bad,34.1,1.0
13247,1988-10-24,Bad,34.1,1.0
13248,1994-11-25,Bad,28.0,1.0
13249,1984-03-26,Bad,38.7,1.0
13254,1993-04-01,Bad,29.7,1.0
13270,1991-05-03,Bad,31.6,1.0
13274,1992-10-26,Bad,30.1,1.0
13275,1980-10-09,Bad,42.2,1.0
13278,1981-01-30,Bad,41.9,1.0
13279,1985-04-12,Bad,37.7,1.0
13285,1995-07-23,Bad,27.4,1.0
13286,1985-10-23,Bad,37.1,1.0
13292,1983-04-22,Bad,39.6,1.0
13298,1985-08-02,Bad,37.4,1.0
13299,1985-08-02,Bad,37.4,1.0
13313,1988-07-03,Bad,34.4,1.0
13315,1979-01-23,Bad,43.9,1.0
13320,1984-11-28,Bad,38.0,1.0
13337,1986-07-02,Bad,36.4,1.0
13338,1986-07-02,Bad,36.4,1.0
13340,1983-01-20,Bad,39.9,1.0
13341,1984-06-13,Bad,38.5,1.0
13342,1994-04-22,Bad,28.6,1.0
13344,1995-07-23,Bad,27.4,1.0
13347,1970-04-24,Bad,52.6,1.0
13352,1985-10-10,Bad,37.2,1.0
13353,1993-02-16,Bad,29.8,1.0
13366,1994-10-18,Bad,28.1,1.0
13369,1984-04-07,Bad,38.7,1.0
13370,1984-04-07,Bad,38.7,1.0
13379,1970-01-26,Bad,52.9,1.0
13382,1982-11-03,Bad,40.1,1.0
13384,1988-10-22,Bad,34.1,1.0
13386,1983-04-04,Bad,39.7,1.0
13389,1993-03-13,Bad,29.7,1.0
13391,1986-05-08,Bad,36.6,1.0
13392,1980-01-21,Bad,42.9,1.0
13393,1980-01-21,Bad,42.9,1.0
13394,1967-10-22,Bad,55.1,1.0
13395,1967-10-22,Bad,55.1,1.0
13397,1979-03-26,Bad,43.7,1.0
13406,1967-12-31,Bad,54.9,1.0
13407,1984-11-07,Bad,38.1,1.0
13413,1990-02-17,Bad,32.8,1.0
13427,1991-05-28,Bad,31.5,1.0
13428,1986-09-30,Bad,36.2,1.0
13432,1993-03-25,Bad,29.7,1.0
13433,1993-03-25,Bad,29.7,1.0
13434,1986-11-03,Bad,36.1,1.0
13440,1991-12-23,Bad,31.0,1.0
13447,1985-03-31,Bad,37.7,1.0
13449,1983-07-31,Bad,39.4,1.0
13450,1981-12-12,Bad,41.0,1.0
13451,1981-12-12,Bad,41.0,1.0
13456,1991-03-30,Bad,31.7,1.0
13459,1991-11-04,Bad,31.1,1.0
13460,1985-06-03,Bad,37.5,1.0
13461,1985-06-03,Bad,37.5,1.0
13468,1987-08-09,Bad,35.3,1.0
13470,1989-03-19,Bad,33.7,1.0
13472,1993-08-20,Bad,29.3,1.0
13484,1983-04-30,Bad,39.6,1.0
13489,1980-05-07,Bad,42.6,1.0
13499,1977-10-10,Bad,45.2,1.0
13502,1989-12-14,Bad,33.0,1.0
13507,1980-05-12,Bad,42.6,1.0
13508,1989-04-05,Bad,33.7,1.0
13509,1981-04-01,Bad,41.7,1.0
13512,1992-09-26,Bad,30.2,1.0
13514,1986-02-22,Bad,36.8,1.0
13515,1986-02-22,Bad,36.8,1.0
13523,1985-02-23,Bad,37.8,1.0
13524,1985-02-23,Bad,37.8,1.0
13528,1995-04-23,Bad,27.6,1.0
13530,1976-09-07,Bad,46.3,1.0
13531,1976-09-07,Bad,46.3,1.0
13541,1995-12-02,Bad,27.0,1.0
13544,1976-11-27,Bad,46.0,1.0
13568,1980-07-20,Bad,42.4,1.0
13571,1991-01-15,Bad,31.9,1.0
13578,1989-11-21,Bad,33.1,1.0
13579,1989-11-21,Bad,33.1,1.0
13584,1986-12-25,Bad,36.0,1.0
13594,1976-02-18,Bad,46.8,1.0
13595,1982-10-02,Bad,40.2,1.0
13603,1990-06-22,Bad,32.5,1.0
13604,1990-06-22,Bad,32.5,1.0
13605,1986-03-03,Bad,36.8,1.0
13618,1987-05-28,Bad,35.5,1.0
13619,1987-05-28,Bad,35.5,1.0
13622,1993-12-06,Bad,29.0,1.0
13623,1989-10-01,Bad,33.2,1.0
13626,1988-10-13,Bad,34.2,1.0
13633,1990-11-15,Bad,32.1,1.0
13634,1990-11-15,Bad,32.1,1.0
13636,1994-12-01,Bad,28.0,1.0
13637,1989-04-10,Bad,33.7,1.0
13638,1989-04-10,Bad,33.7,1.0
13646,1986-08-04,Bad,36.4,1.0
13649,1976-09-27,Bad,46.2,1.0
13650,1992-07-13,Bad,30.4,1.0
13656,1983-01-15,Bad,39.9,1.0
13660,1979-03-22,Bad,43.7,1.0
13661,1990-09-03,Bad,32.3,1.0
